2024-03-28 18:40:35.960878 ; 2226
2024-03-28 18:40:35.962803 ; 2239
2024-03-28 18:40:35.964728 ; 2244
2024-03-28 18:40:35.966688 ; 2257
2024-03-28 18:40:35.968683 ; 2266
2024-03-28 18:40:35.970930 ; 2276
2024-03-28 18:40:35.972865 ; 2273
2024-03-28 18:40:35.974816 ; 2275
2024-03-28 18:40:35.976801 ; 2274
2024-03-28 18:40:35.978876 ; 2270
2024-03-28 18:40:35.980796 ; 2265
2024-03-28 18:40:35.982808 ; 2266
2024-03-28 18:40:35.984771 ; 2258
2024-03-28 18:40:35.986981 ; 2260
2024-03-28 18:40:35.988951 ; 2269
2024-03-28 18:40:35.990915 ; 2274
2024-03-28 18:40:35.992939 ; 2279
2024-03-28 18:40:35.995199 ; 2274
2024-03-28 18:40:35.997080 ; 2272
2024-03-28 18:40:35.998936 ; 2270
2024-03-28 18:40:36.000917 ; 2268
2024-03-28 18:40:36.002929 ; 2267
2024-03-28 18:40:36.005020 ; 2264
2024-03-28 18:40:36.006961 ; 2254
2024-03-28 18:40:36.008992 ; 2241
2024-03-28 18:40:36.011090 ; 2224
2024-03-28 18:40:36.013014 ; 2206
2024-03-28 18:40:36.014918 ; 2189
2024-03-28 18:40:36.016925 ; 2188
2024-03-28 18:40:36.018923 ; 2168
2024-03-28 18:40:36.021195 ; 2161
2024-03-28 18:40:36.023042 ; 2155
2024-03-28 18:40:36.025027 ; 2158
2024-03-28 18:40:36.026983 ; 2165
2024-03-28 18:40:36.029130 ; 2173
2024-03-28 18:40:36.031015 ; 2185
2024-03-28 18:40:36.033003 ; 2179
2024-03-28 18:40:36.035331 ; 2174
2024-03-28 18:40:36.037193 ; 2178
2024-03-28 18:40:36.039234 ; 2185
2024-03-28 18:40:36.041165 ; 2189
2024-03-28 18:40:36.043090 ; 2192
2024-03-28 18:40:36.045233 ; 2188
2024-03-28 18:40:36.047273 ; 2187
2024-03-28 18:40:36.049153 ; 2176
2024-03-28 18:40:36.051164 ; 2179
2024-03-28 18:40:36.053246 ; 2180
2024-03-28 18:40:36.055217 ; 2183
2024-03-28 18:40:36.057246 ; 2182
2024-03-28 18:40:36.059206 ; 2195
2024-03-28 18:40:36.061234 ; 2205
2024-03-28 18:40:36.063460 ; 2222
2024-03-28 18:40:36.065167 ; 2223
2024-03-28 18:40:36.067237 ; 2229
2024-03-28 18:40:36.069256 ; 2220
2024-03-28 18:40:36.071389 ; 2212
2024-03-28 18:40:36.073256 ; 2206
2024-03-28 18:40:36.075283 ; 2200
2024-03-28 18:40:36.077321 ; 2202
2024-03-28 18:40:36.079370 ; 2201
2024-03-28 18:40:36.081323 ; 2188
2024-03-28 18:40:36.083206 ; 2172
2024-03-28 18:40:36.085271 ; 2167
2024-03-28 18:40:36.087469 ; 2149
2024-03-28 18:40:36.089433 ; 2128
2024-03-28 18:40:36.091351 ; 2081
2024-03-28 18:40:36.093322 ; 2006
2024-03-28 18:40:36.095455 ; 1912
2024-03-28 18:40:36.097374 ; 1793
2024-03-28 18:40:36.099354 ; 1651
2024-03-28 18:40:36.101363 ; 1491
2024-03-28 18:40:36.103466 ; 1332
2024-03-28 18:40:36.105449 ; 1167
2024-03-28 18:40:36.107400 ; 1013
2024-03-28 18:40:36.109416 ; 875
2024-03-28 18:40:36.111490 ; 762
2024-03-28 18:40:36.113669 ; 686
2024-03-28 18:40:36.115451 ; 645
2024-03-28 18:40:36.117426 ; 642
2024-03-28 18:40:36.119586 ; 692
2024-03-28 18:40:36.121559 ; 820
2024-03-28 18:40:36.123460 ; 1009
2024-03-28 18:40:36.125491 ; 1234
2024-03-28 18:40:36.127656 ; 1485
2024-03-28 18:40:36.129648 ; 1728
2024-03-28 18:40:36.131505 ; 1947
2024-03-28 18:40:36.133547 ; 2112
2024-03-28 18:40:36.135528 ; 2253
2024-03-28 18:40:36.137752 ; 2344
2024-03-28 18:40:36.139599 ; 2408
2024-03-28 18:40:36.141576 ; 2436
2024-03-28 18:40:36.143596 ; 2434
2024-03-28 18:40:36.145785 ; 2401
2024-03-28 18:40:36.147695 ; 2361
2024-03-28 18:40:36.149562 ; 2298
2024-03-28 18:40:36.151599 ; 2239
2024-03-28 18:40:36.153641 ; 2173
2024-03-28 18:40:36.155676 ; 2107
2024-03-28 18:40:36.157634 ; 2044
2024-03-28 18:40:36.159682 ; 1995
2024-03-28 18:40:36.161928 ; 1955
2024-03-28 18:40:36.163670 ; 1915
2024-03-28 18:40:36.165615 ; 1879
2024-03-28 18:40:36.167627 ; 1848
2024-03-28 18:40:36.169741 ; 1837
2024-03-28 18:40:36.171730 ; 1827
2024-03-28 18:40:36.173706 ; 1823
2024-03-28 18:40:36.175669 ; 1815
2024-03-28 18:40:36.177818 ; 1809
2024-03-28 18:40:36.179709 ; 1802
2024-03-28 18:40:36.181719 ; 1796
2024-03-28 18:40:36.183727 ; 1786
2024-03-28 18:40:36.185790 ; 1782
2024-03-28 18:40:36.187964 ; 1772
2024-03-28 18:40:36.189726 ; 1764
2024-03-28 18:40:36.191754 ; 1751
2024-03-28 18:40:36.193710 ; 1742
2024-03-28 18:40:36.195899 ; 1740
2024-03-28 18:40:36.197793 ; 1734
2024-03-28 18:40:36.199791 ; 1733
2024-03-28 18:40:36.201920 ; 1723
2024-03-28 18:40:36.203929 ; 1718
2024-03-28 18:40:36.205888 ; 1710
2024-03-28 18:40:36.207842 ; 1713
2024-03-28 18:40:36.209877 ; 1709
2024-03-28 18:40:36.211919 ; 1711
2024-03-28 18:40:36.213937 ; 1714
2024-03-28 18:40:36.215808 ; 1722
2024-03-28 18:40:36.217782 ; 1731
2024-03-28 18:40:36.220146 ; 1740
2024-03-28 18:40:36.221945 ; 1753
2024-03-28 18:40:36.223880 ; 1756
2024-03-28 18:40:36.225904 ; 1768
2024-03-28 18:40:36.228100 ; 1776
2024-03-28 18:40:36.230074 ; 1772
2024-03-28 18:40:36.231969 ; 1770
2024-03-28 18:40:36.233935 ; 1768
2024-03-28 18:40:36.235966 ; 1762
2024-03-28 18:40:36.238035 ; 1762
2024-03-28 18:40:36.239972 ; 1755
2024-03-28 18:40:36.241998 ; 1770
2024-03-28 18:40:36.244141 ; 1754
2024-03-28 18:40:36.246073 ; 1746
2024-03-28 18:40:36.248043 ; 1745
2024-03-28 18:40:36.250059 ; 1751
2024-03-28 18:40:36.252159 ; 1762
2024-03-28 18:40:36.254097 ; 1768
2024-03-28 18:40:36.256100 ; 1774
2024-03-28 18:40:36.258015 ; 1776
2024-03-28 18:40:36.260060 ; 1775
2024-03-28 18:40:36.262153 ; 1768
2024-03-28 18:40:36.264079 ; 1760
2024-03-28 18:40:36.266154 ; 1747
2024-03-28 18:40:36.268102 ; 1742
2024-03-28 18:40:36.270098 ; 1733
2024-03-28 18:40:36.272184 ; 1722
2024-03-28 18:40:36.274133 ; 1714
2024-03-28 18:40:36.276165 ; 1704
2024-03-28 18:40:36.278159 ; 1700
2024-03-28 18:40:36.280145 ; 1690
2024-03-28 18:40:36.282097 ; 1695
2024-03-28 18:40:36.284097 ; 1692
2024-03-28 18:40:36.286242 ; 1683
2024-03-28 18:40:36.288250 ; 1677
2024-03-28 18:40:36.290206 ; 1667
2024-03-28 18:40:36.292222 ; 1664
2024-03-28 18:40:36.294346 ; 1652
2024-03-28 18:40:36.296232 ; 1644
2024-03-28 18:40:36.298247 ; 1633
2024-03-28 18:40:36.300247 ; 1630
2024-03-28 18:40:36.302543 ; 1621
2024-03-28 18:40:36.304415 ; 1615
2024-03-28 18:40:36.306328 ; 1613
2024-03-28 18:40:36.308310 ; 1609
2024-03-28 18:40:36.310311 ; 1601
2024-03-28 18:40:36.312528 ; 1597
2024-03-28 18:40:36.314326 ; 1595
2024-03-28 18:40:36.316366 ; 1598
2024-03-28 18:40:36.318389 ; 1604
2024-03-28 18:40:36.320454 ; 1619
2024-03-28 18:40:36.322438 ; 1629
2024-03-28 18:40:36.324400 ; 1644
2024-03-28 18:40:36.326389 ; 1654
2024-03-28 18:40:36.328599 ; 1669
2024-03-28 18:40:36.330621 ; 1680
2024-03-28 18:40:36.332326 ; 1688
2024-03-28 18:40:36.334348 ; 1698
2024-03-28 18:40:36.336329 ; 1704
2024-03-28 18:40:36.338472 ; 1713
2024-03-28 18:40:36.340436 ; 1714
2024-03-28 18:40:36.342397 ; 1724
2024-03-28 18:40:36.344595 ; 1737
2024-03-28 18:40:36.346443 ; 1749
2024-03-28 18:40:36.348444 ; 1772
2024-03-28 18:40:36.350408 ; 1793
2024-03-28 18:40:36.352416 ; 1818
2024-03-28 18:40:36.354617 ; 1837
2024-03-28 18:40:36.356502 ; 1866
2024-03-28 18:40:36.358463 ; 1893
2024-03-28 18:40:36.360537 ; 1924
2024-03-28 18:40:36.362556 ; 1946
2024-03-28 18:40:36.364455 ; 1969
2024-03-28 18:40:36.366438 ; 1993
2024-03-28 18:40:36.368466 ; 2011
2024-03-28 18:40:36.370613 ; 2032
2024-03-28 18:40:36.372623 ; 2054
2024-03-28 18:40:36.374579 ; 2065
2024-03-28 18:40:36.376573 ; 2084
2024-03-28 18:40:36.378654 ; 2106
2024-03-28 18:40:36.380562 ; 2126
2024-03-28 18:40:36.382531 ; 2132
2024-03-28 18:40:36.384595 ; 2147
2024-03-28 18:40:36.386639 ; 2152
2024-03-28 18:40:36.388681 ; 2156
2024-03-28 18:40:36.390664 ; 2165
2024-03-28 18:40:36.392640 ; 2176
2024-03-28 18:40:36.394766 ; 2184
2024-03-28 18:40:36.396773 ; 2203
2024-03-28 18:40:36.398681 ; 2209
2024-03-28 18:40:36.400680 ; 2219
2024-03-28 18:40:36.402870 ; 2224
2024-03-28 18:40:36.404714 ; 2230
2024-03-28 18:40:36.406706 ; 2227
2024-03-28 18:40:36.408733 ; 2230
2024-03-28 18:40:36.410851 ; 2233
2024-03-28 18:40:36.412703 ; 2234
2024-03-28 18:40:36.414726 ; 2240
2024-03-28 18:40:36.416668 ; 2241
2024-03-28 18:40:36.418695 ; 2249
2024-03-28 18:40:36.420863 ; 2251
2024-03-28 18:40:36.422814 ; 2242
2024-03-28 18:40:36.424813 ; 2238
2024-03-28 18:40:36.426773 ; 2236
2024-03-28 18:40:36.428867 ; 2232
2024-03-28 18:40:36.430792 ; 2228
2024-03-28 18:40:36.432883 ; 2224
2024-03-28 18:40:36.434878 ; 2219
2024-03-28 18:40:36.436910 ; 2213
2024-03-28 18:40:36.438908 ; 2205
2024-03-28 18:40:36.440865 ; 2206
2024-03-28 18:40:36.442935 ; 2199
2024-03-28 18:40:36.444953 ; 2189
2024-03-28 18:40:36.447134 ; 2184
2024-03-28 18:40:36.448881 ; 2188
2024-03-28 18:40:36.450904 ; 2183
2024-03-28 18:40:36.452892 ; 2183
2024-03-28 18:40:36.454991 ; 2187
2024-03-28 18:40:36.456954 ; 2184
2024-03-28 18:40:36.459004 ; 2194
2024-03-28 18:40:36.461027 ; 2190
2024-03-28 18:40:36.463004 ; 2188
2024-03-28 18:40:36.464949 ; 2178
2024-03-28 18:40:36.466915 ; 2170
2024-03-28 18:40:36.468954 ; 2168
2024-03-28 18:40:36.471141 ; 2174
2024-03-28 18:40:36.473098 ; 2180
2024-03-28 18:40:36.475007 ; 2188
2024-03-28 18:40:36.476985 ; 2193
2024-03-28 18:40:36.479137 ; 2200
2024-03-28 18:40:36.481059 ; 2216
2024-03-28 18:40:36.482976 ; 2233
2024-03-28 18:40:36.485055 ; 2248
2024-03-28 18:40:36.487095 ; 2266
2024-03-28 18:40:36.489135 ; 2272
2024-03-28 18:40:36.491092 ; 2284
2024-03-28 18:40:36.493162 ; 2297
2024-03-28 18:40:36.495327 ; 2314
2024-03-28 18:40:36.497238 ; 2330
2024-03-28 18:40:36.499065 ; 2339
2024-03-28 18:40:36.501178 ; 2343
2024-03-28 18:40:36.503293 ; 2345
2024-03-28 18:40:36.505211 ; 2346
2024-03-28 18:40:36.507212 ; 2355
2024-03-28 18:40:36.509195 ; 2362
2024-03-28 18:40:36.511290 ; 2374
2024-03-28 18:40:36.513299 ; 2390
2024-03-28 18:40:36.515164 ; 2397
2024-03-28 18:40:36.517223 ; 2409
2024-03-28 18:40:36.519237 ; 2424
2024-03-28 18:40:36.521489 ; 2449
2024-03-28 18:40:36.523257 ; 2449
2024-03-28 18:40:36.525240 ; 2468
2024-03-28 18:40:36.527307 ; 2476
2024-03-28 18:40:36.529476 ; 2488
2024-03-28 18:40:36.531417 ; 2500
2024-03-28 18:40:36.533228 ; 2503
2024-03-28 18:40:36.535253 ; 2507
2024-03-28 18:40:36.537356 ; 2508
2024-03-28 18:40:36.539367 ; 2511
2024-03-28 18:40:36.541335 ; 2512
2024-03-28 18:40:36.543326 ; 2512
2024-03-28 18:40:36.545535 ; 2513
2024-03-28 18:40:36.547338 ; 2515
2024-03-28 18:40:36.549342 ; 2516
2024-03-28 18:40:36.551293 ; 2518
2024-03-28 18:40:36.553485 ; 2526
